Timestamp,Peer ID,Type,Peer,Message
2025-02-28 12:46:22,P2,Connected,P1,Established connection
2025-02-28 12:46:22,P2,Connected,P3,Established connection
2025-02-28 12:46:22,P2,Connected,P4,Established connection
2025-02-28 12:46:22,P2,Sent,P3,Hello from P2 at 12:46:22
2025-02-28 12:46:22,P2,Sent,P1,Hello from P2 at 12:46:22
2025-02-28 12:46:22,P2,Sent,P4,Hello from P2 at 12:46:22
2025-02-28 12:46:22,P2,Received,P1,Hello from P1 at 12:46:22
2025-02-28 12:46:22,P2,Received,P4,Hello from P4 at 12:46:22
2025-02-28 12:46:22,P2,Received,P3,Hello from P3 at 12:46:22
2025-02-28 12:46:24,P2,Sent,P3,Hello from P2 at 12:46:24
2025-02-28 12:46:24,P2,Sent,P1,Hello from P2 at 12:46:24
2025-02-28 12:46:24,P2,Received,P1,Hello from P1 at 12:46:24
2025-02-28 12:46:24,P2,Sent,P4,Hello from P2 at 12:46:24
2025-02-28 12:46:24,P2,Received,P3,Hello from P3 at 12:46:24
2025-02-28 12:46:24,P2,Received,P4,Hello from P4 at 12:46:24
2025-02-28 12:46:25,P2,Connected,P6,Established connection
2025-02-28 12:46:25,P2,Broadcast,P3,Informing about new peer P6
2025-02-28 12:46:25,P2,Broadcast,P1,Informing about new peer P6
2025-02-28 12:46:25,P2,Broadcast,P4,Informing about new peer P6
2025-02-28 12:46:25,P2,Peer List Sent,P6,Shared full peer list
2025-02-28 12:46:25,P2,Received,P6,Hello from P6 at 12:46:25
2025-02-28 12:46:26,P2,Received,P1,Hello from P1 at 12:46:26
2025-02-28 12:46:26,P2,Sent,P3,Hello from P2 at 12:46:26
2025-02-28 12:46:26,P2,Received,P3,Hello from P3 at 12:46:26
2025-02-28 12:46:26,P2,Sent,P1,Hello from P2 at 12:46:26
2025-02-28 12:46:26,P2,Sent,P4,Hello from P2 at 12:46:26
2025-02-28 12:46:26,P2,Received,P4,Hello from P4 at 12:46:26
2025-02-28 12:46:26,P2,Sent,P6,Hello from P2 at 12:46:26
2025-02-28 12:46:27,P2,Received,P6,Hello from P6 at 12:46:27
2025-02-28 12:46:28,P2,Received,P1,Hello from P1 at 12:46:28
2025-02-28 12:46:28,P2,Sent,P3,Hello from P2 at 12:46:28
